file_idx,fault_type,original_values,modified_values,fault_labels
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,multi_sensor,"[87.0, 1458.8125, 40.75, 21.862745, 42.84314, 53.25]","[51.106495, 860.05884, 24.125847, 13.107099, 24.779003, 31.401033]",1
14,coolant_stuck,[87.0],[139.96461102871336],1
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,coolant_bias,[86.0],[25.879478],1
14,,[],[],0
14,,[],[],0
14,coolant_drift,"[86.0, 1570.25]","[116.31085, 1611.4537]",1
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,multi_sensor,"[86.0, 1191.0625, 24.5, 26.27451, 47.941174, 76.0]","[100.05655, 1382.0647, 28.559532, 30.404272, 55.913734, 88.24497]",1
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,multi_sensor,"[88.0, 1851.5, 38.0, 20.784313, 32.941177, 34.0]","[102.95864, 2169.7844, 44.254116, 24.098528, 38.689335, 39.6937]",1
14,coolant_stuck,[87.75],[54.3009951552574],1
14,,[],[],0
14,rpm_bias,[1942.75],[2481.5237],1
14,,[],[],0
14,rpm_bias,[1939.0625],[2920.182],1
14,,[],[],0
14,multi_sensor,"[86.0, 1905.25, 40.0, 19.215687, 23.431372, 23.0]","[78.42697, 1729.2595, 36.325333, 17.136925, 21.085714, 20.51167]",1
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,multi_sensor,"[88.0, 1628.0, 32.0, 20.392157, 35.947712, 37.0]","[129.1751, 2386.168, 46.929268, 30.291767, 52.51532, 54.723038]",1
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,coolant_stuck,[86.0],[148.45127178138156],1
14,multi_sensor,"[86.0, 1052.25, 24.0, 19.607843, 29.93464, 30.0]","[65.91518, 804.41296, 18.587282, 15.361089, 22.882488, 22.975885]",1
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,rpm_bias,[1542.75],[845.00696],1
14,multi_sensor,"[88.0, 1593.75, 33.0, 21.17647, 40.0, 41.0]","[123.20341, 2236.169, 46.4634, 29.679052, 56.26883, 57.722027]",1
14,,[],[],0
14,multi_sensor,"[87.0, 1680.8125, 34.75, 19.215687, 26.568628, 28.0]","[96.67293, 1872.161, 38.675625, 21.675049, 29.841408, 31.425993]",1
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,rpm_bias,[1146.75],[2037.8821],1
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,multi_sensor,"[88.25, 1508.375, 9.75, 19.509804, 50.98039, 42.25]","[125.12719, 2136.815, 13.287909, 27.476278, 72.083275, 60.050446]",1
14,,[],[],0
14,rpm_bias,[1715.0],[1391.9911],1
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,multi_sensor,"[88.0, 1244.5625, 4.0, 21.960785, 65.78432, 65.75]","[60.23833, 859.47675, 2.6118484, 14.942893, 45.597763, 45.33888]",1
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,coolant_bias,[88.0],[133.8094],1
14,,[],[],0
14,coolant_drift,"[88.0, 757.9375]","[73.91283, 977.9529]",1
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,,[],[],0
14,coolant_stuck,[88.75],[39.81538099198981],1
14,coolant_bias,[88.0],[153.30849],1
14,,[],[],0
14,,[],[],0
14,coolant_drift,"[88.0, 979.0]","[86.873665, 1223.7048]",1
14,,[],[],0
14,,[],[],0
15,,[],[],0
15,rpm_bias,[1602.25],[1008.6044],1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_bias,[31.333334],[-44.570827],1
15,coolant_bias,[32.25],[102.46826],1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,multi_sensor,"[36.0, 1051.125, 0.0, 18.039215, 26.666666, 26.0]","[21.251339, 614.41516, -0.16967313, 10.402853, 15.442598, 15.358062]",1
15,,[],[],0
15,coolant_drift,"[36.0, 960.75]","[29.449533, 982.688]",1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_bias,[38.25],[104.14179],1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_drift,"[45.0, 906.25]","[46.140438, 828.1195]",1
15,,[],[],0
15,,[],[],0
15,coolant_bias,[46.0],[87.412186],1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_drift,"[48.0, 881.375]","[30.99261, 640.9554]",1
15,,[],[],0
15,,[],[],0
15,rpm_bias,[881.375],[574.92773],1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_stuck,[51.0],[109.6843629623056],1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_stuck,[51.25],[65.80033195928169],1
15,coolant_stuck,[52.0],[104.85509219990881],1
15,,[],[],0
15,,[],[],0
15,rpm_bias,[856.875],[284.14435],1
15,,[],[],0
15,coolant_stuck,[53.0],[97.75067425592633],1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_drift,"[55.0, 852.25]","[47.044334, 1046.3805]",1
15,,[],[],0
15,,[],[],0
15,coolant_stuck,[55.0],[41.2904132986049],1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_drift,"[57.0, 890.75]","[67.994774, 736.5637]",1
15,rpm_bias,[875.0],[1510.1447],1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_drift,"[60.0, 854.5625]","[45.142776, 1007.6807]",1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,rpm_bias,[860.0],[1592.5468],1
15,,[],[],0
15,,[],[],0
15,coolant_stuck,[61.0],[117.9203431686566],1
15,,[],[],0
15,coolant_drift,"[62.0, 844.5625]","[63.3642, 928.38153]",1
15,rpm_bias,[854.5],[479.3826],1
15,coolant_stuck,[63.0],[144.23663681049752],1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_drift,"[63.333332, 735.0]","[39.2884, 567.11414]",1
15,coolant_bias,[64.0],[18.967094],1
15,coolant_bias,[64.0],[-3.9501007],1
15,,[],[],0
15,,[],[],0
15,coolant_drift,"[65.0, 739.6875]","[48.43022, 542.80566]",1
15,,[],[],0
15,multi_sensor,"[65.0, 744.0, 0.0, 16.470589, 26.568626, 27.0]","[78.19902, 894.6326, 0.301188, 19.438972, 32.092983, 32.213173]",1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_stuck,[65.0],[39.867461216629984],1
15,,[],[],0
15,rpm_bias,[736.5],[1609.3032],1
15,rpm_bias,[716.5],[1308.5223],1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_bias,[67.0],[-10.859106],1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_stuck,[70.0],[144.04288964932223],1
15,,[],[],0
15,,[],[],0
15,coolant_drift,"[70.0, 695.3125]","[51.056526, 696.97394]",1
15,,[],[],0
15,,[],[],0
15,rpm_bias,[690.625],[1318.2151],1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,multi_sensor,"[72.0, 670.625, 0.0, 16.078432, 25.980392, 25.25]","[46.105953, 428.6047, -0.1325673, 10.576745, 16.58785, 16.043974]",1
15,,[],[],0
15,,[],[],0
15,coolant_stuck,[73.0],[87.07365545116635],1
15,,[],[],0
15,rpm_bias,[657.0625],[1114.0621],1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,multi_sensor,"[74.0, 821.75, 0.0, 18.82353, 40.392155, 39.0]","[85.24325, 948.1503, -0.034321807, 21.325684, 46.437393, 44.927456]",1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_drift,"[76.0, 838.5]","[75.252235, 956.9327]",1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_drift,"[79.0, 842.4375]","[81.3591, 825.81537]",1
15,multi_sensor,"[79.0, 846.0, 0.0, 18.431372, 36.47059, 36.0]","[52.82384, 569.05035, -0.45714042, 11.724644, 24.658909, 24.247465]",1
15,,[],[],0
15,,[],[],0
15,rpm_bias,[850.75],[1268.3077],1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_bias,[80.0],[29.648298],1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_bias,[81.0],[36.600594],1
15,,[],[],0
15,,[],[],0
15,coolant_drift,"[82.0, 864.6875]","[89.48969, 687.2399]",1
15,,[],[],0
15,,[],[],0
15,coolant_bias,[82.25],[136.00473],1
15,,[],[],0
15,multi_sensor,"[83.0, 850.75, 0.0, 18.431372, 35.686275, 36.0]","[74.88899, 768.12317, 0.37538105, 16.722172, 32.41561, 32.500534]",1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_bias,[83.0],[152.03098],1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_stuck,[85.0],[17.42483213768923],1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_bias,[87.0],[164.40843],1
15,coolant_drift,"[87.0, 856.25]","[100.14819, 875.18365]",1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,rpm_bias,[637.625],[965.156],1
15,,[],[],0
15,,[],[],0
15,multi_sensor,"[87.0, 652.4375, 0.0, 15.686275, 26.17647, 26.5]","[90.26875, 674.62476, 0.12631518, 16.292168, 27.213963, 27.329134]",1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_drift,"[87.0, 654.0]","[95.57234, 606.3825]",1
15,,[],[],0
15,,[],[],0
15,multi_sensor,"[87.0, 658.8125, 0.0, 15.686275, 25.784313, 25.0]","[49.001812, 369.84314, -0.16339728, 8.927582, 14.281652, 14.147681]",1
15,multi_sensor,"[87.0, 652.4375, 0.0, 15.686275, 25.490196, 25.0]","[118.29408, 886.9961, 0.22833599, 21.470816, 34.90598, 33.682392]",1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,multi_sensor,"[87.0, 647.5, 0.0, 15.686275, 25.882353, 25.25]","[98.317184, 731.4184, 0.21818991, 18.182959, 29.266987, 28.245832]",1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_bias,[87.0],[132.0503],1
15,,[],[],0
15,rpm_bias,[654.5],[-13.618729],1
15,,[],[],0
15,coolant_drift,"[87.0, 645.25]","[90.046585, 705.37036]",1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_stuck,[87.0],[13.812286497545292],1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,coolant_bias,[87.0],[148.82153],1
15,,[],[],0
15,,[],[],0
15,multi_sensor,"[87.0, 658.875, 0.0, 15.686275, 25.588236, 26.25]","[105.16909, 795.4843, -0.18740904, 19.137606, 30.678463, 31.269926]",1
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,,[],[],0
15,multi_sensor,"[87.0, 653.3125, 0.0, 15.686275, 25.784313, 25.75]","[98.20341, 736.7572, -0.089261174, 17.666895, 28.944174, 28.876854]",1
15,multi_sensor,"[87.0, 644.5, 0.0, 15.686275, 25.490196, 25.0]","[55.621407, 409.04062, 0.03461585, 10.004425, 15.823984, 15.471659]",1
15,,[],[],0
15,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,rpm_bias,[1645.25],[1228.9506],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,multi_sensor,"[33.0, 1275.8125, 0.0, 20.0, 34.313725, 34.25]","[38.569073, 1489.4403, -0.17263693, 23.754236, 39.88852, 40.25222]",1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,multi_sensor,"[36.0, 849.4375, 0.0, 19.215687, 37.54902, 41.25]","[43.070793, 1020.30145, -0.049098056, 23.113508, 44.863995, 49.611813]",1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_stuck,[41.0],[77.24579760711161],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,rpm_bias,[1356.5625],[2181.4727],1
16,multi_sensor,"[44.0, 1341.1875, 28.25, 18.92157, 26.568628, 26.75]","[46.313747, 1423.126, 30.316639, 20.336975, 28.085508, 28.437]",1
16,coolant_drift,"[44.0, 1312.5]","[40.15782, 1026.2968]",1
16,multi_sensor,"[45.0, 1291.6875, 27.5, 21.960785, 44.117645, 46.5]","[26.091879, 745.68286, 15.591549, 12.580463, 25.400461, 26.762606]",1
16,rpm_bias,[1276.125],[827.0872],1
16,multi_sensor,"[45.0, 1218.75, 27.0, 18.039215, 23.529411, 23.0]","[48.919064, 1324.3119, 29.305254, 19.39803, 25.558401, 24.950598]",1
16,,[],[],0
16,rpm_bias,[936.5],[209.3433],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_drift,"[51.0, 1145.25]","[61.46252, 1064.0164]",1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_drift,"[54.0, 1134.125]","[69.38464, 1033.27]",1
16,,[],[],0
16,rpm_bias,[1438.25],[2283.051],1
16,,[],[],0
16,multi_sensor,"[55.0, 1194.75, 24.25, 20.196077, 44.509804, 44.75]","[47.66818, 1037.7985, 21.440582, 17.440205, 38.915062, 38.664764]",1
16,,[],[],0
16,coolant_bias,[56.0],[9.546548],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_stuck,[58.0],[114.79247762207191],1
16,,[],[],0
16,,[],[],0
16,multi_sensor,"[59.0, 860.75, 6.0, 17.254902, 27.843138, 27.0]","[86.46505, 1256.9133, 8.316686, 24.943323, 40.296013, 39.26765]",1
16,,[],[],0
16,rpm_bias,[773.3125],[1343.0239],1
16,coolant_stuck,[60.0],[25.255786305072736],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_drift,"[60.0, 1039.75]","[57.158478, 1069.3251]",1
16,,[],[],0
16,coolant_drift,"[61.0, 1291.75]","[54.189766, 1358.181]",1
16,rpm_bias,[1450.0],[586.84033],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,rpm_bias,[840.5],[-79.96341],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_stuck,[64.333336],[15.844358384822053],1
16,coolant_drift,"[65.0, 1069.625]","[44.67204, 1073.8907]",1
16,,[],[],0
16,rpm_bias,[962.5],[647.6854],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_drift,"[66.0, 1127.375]","[45.285244, 1351.5018]",1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_stuck,[67.0],[122.8489490314031],1
16,,[],[],0
16,multi_sensor,"[67.25, 1072.1875, 21.0, 20.19608, 42.058826, 42.0]","[99.69758, 1595.5854, 31.107698, 30.081024, 63.24539, 61.964733]",1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_stuck,[68.0],[126.9222908739804],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_stuck,[70.0],[126.40197343739058],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_stuck,[70.25],[136.21852445477137],1
16,coolant_drift,"[71.0, 751.5]","[48.494595, 716.9415]",1
16,,[],[],0
16,,[],[],0
16,coolant_stuck,[71.0],[129.01402178099232],1
16,,[],[],0
16,multi_sensor,"[72.0, 727.9375, 7.5, 16.470589, 28.62745, 28.0]","[102.004074, 1030.8118, 10.575897, 22.988306, 40.430737, 39.514908]",1
16,,[],[],0
16,coolant_drift,"[72.0, 734.1875]","[48.778885, 592.5191]",1
16,,[],[],0
16,rpm_bias,[700.0],[-287.0639],1
16,,[],[],0
16,coolant_bias,[73.0],[140.78749],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_bias,[74.25],[19.892176],1
16,,[],[],0
16,,[],[],0
16,rpm_bias,[1629.5],[1181.5425],1
16,coolant_drift,"[76.0, 1592.0625]","[51.99411, 1791.8586]",1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_drift,"[77.25, 1649.6875]","[107.80053, 1606.1752]",1
16,,[],[],0
16,coolant_stuck,[78.0],[29.53670001232734],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_bias,[80.0],[124.574905],1
16,coolant_bias,[80.0],[7.717148],1
16,,[],[],0
16,multi_sensor,"[80.25, 1070.75, 32.0, 17.254902, 24.215687, 24.5]","[45.58431, 608.1506, 18.197828, 10.002407, 13.927664, 13.988421]",1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_bias,[82.0],[32.674854],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_bias,[86.75],[159.72476],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,rpm_bias,[701.6875],[1549.9563],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,rpm_bias,[1354.9375],[1682.2185],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,rpm_bias,[1081.375],[593.2977],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,rpm_bias,[746.4375],[72.91584],1
16,,[],[],0
16,coolant_bias,[87.25],[22.655176],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,rpm_bias,[1501.5625],[1010.0759],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_drift,"[86.0, 1930.8125]","[54.57853, 2352.7305]",1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_drift,"[86.0, 1841.4375]","[78.57119, 2235.1187]",1
16,,[],[],0
16,rpm_bias,[1833.625],[2182.9856],1
16,,[],[],0
16,rpm_bias,[1851.5],[2692.3154],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_bias,[86.0],[160.1773],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_bias,[86.0],[143.21597],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_drift,"[87.0, 1499.125]","[61.225685, 1140.6028]",1
16,,[],[],0
16,,[],[],0
16,multi_sensor,"[87.0, 1470.4375, 30.75, 18.62745, 25.0, 24.25]","[92.23868, 1559.9999, 32.597004, 19.503225, 26.439013, 25.857918]",1
16,coolant_stuck,[87.0],[129.65087307581024],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_bias,[86.0],[22.664557],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_stuck,[87.0],[142.7368801243877],1
16,,[],[],0
16,multi_sensor,"[87.0, 1671.4375, 47.25, 21.27451, 40.784313, 41.0]","[66.132454, 1272.3948, 35.722313, 16.354757, 30.886854, 31.238222]",1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,rpm_bias,[1431.375],[581.06726],1
16,coolant_stuck,[86.0],[136.45572483062642],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_stuck,[86.0],[42.089009854730584],1
16,,[],[],0
16,coolant_stuck,[86.0],[69.68156989839127],1
16,,[],[],0
16,coolant_bias,[86.0],[156.049],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,rpm_bias,[1487.5],[1930.226],1
16,,[],[],0
16,multi_sensor,"[86.0, 1603.875, 46.25, 20.882353, 36.960785, 38.5]","[63.169815, 1169.3661, 33.674637, 15.226115, 27.251558, 28.182009]",1
16,,[],[],0
16,rpm_bias,[1791.75],[2207.2825],1
16,,[],[],0
16,coolant_stuck,[87.0],[62.48534387674849],1
16,,[],[],0
16,,[],[],0
16,coolant_drift,"[87.0, 1875.0]","[108.324394, 2153.1267]",1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,rpm_bias,[1890.8125],[2613.113],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,multi_sensor,"[86.0, 1975.0, 58.0, 20.0, 19.90196, 20.5]","[106.92925, 2457.943, 72.18421, 24.814695, 24.56273, 25.595747]",1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_stuck,[86.0],[144.85101856555156],1
16,,[],[],0
16,,[],[],0
16,coolant_stuck,[86.0],[149.04704804669933],1
16,,[],[],0
16,,[],[],0
16,coolant_drift,"[86.0, 1836.375]","[117.77235, 2137.6028]",1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,rpm_bias,[856.25],[268.00388],1
16,,[],[],0
16,,[],[],0
16,coolant_bias,[87.0],[131.70119],1
16,multi_sensor,"[87.0, 1271.9375, 34.25, 29.80392, 75.0, 93.25]","[92.94706, 1363.6122, 36.91224, 31.760069, 80.12524, 99.51989]",1
16,coolant_bias,[87.0],[22.435225],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_stuck,[86.0],[75.77500678424641],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_bias,[86.0],[128.95299],1
16,,[],[],0
16,coolant_stuck,[87.0],[118.25111446237659],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,multi_sensor,"[86.75, 1743.4375, 60.5, 19.019608, 24.117647, 24.25]","[79.08433, 1593.1508, 55.504364, 17.296965, 21.78884, 22.181063]",1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,coolant_stuck,[86.0],[14.542011865648005],1
16,,[],[],0
16,,[],[],0
16,coolant_drift,"[86.0, 1462.9375]","[64.81497, 1359.4146]",1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,rpm_bias,[1372.875],[2303.3047],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,rpm_bias,[852.9375],[306.78006],1
16,coolant_stuck,[86.0],[117.00554035720748],1
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
16,,[],[],0
